Movie Title,production_budget_usd,worldwide_gross_usd
Windtalkers,115000000,77628265
United 93,18000000,77635035
Hostage,75000000,77636443
The Ides of March,23000000,77735925
The Terminator,6400000,78019031
Drive,15000000,78054825
The Sentinel,60000000,78080697
Paranormal Activity: The Ghost Dimension,10000000,78096553
The Unborn,16000000,78208812
The Other Boleyn Girl,40000000,78269970
Collateral Damage,85000000,78353508
If I Stay,11000000,78356170
Righteous Kill,60000000,78481410
Sicario,30000000,78571737
Scary Movie V,20000000,78613981
The Boss,29000000,78652395
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813
Skyline,10000000,78693371
Going in Style,24000000,78714211
Orphan,20000000,78769428
From Russia With Love,2000000,78900000
Showtime,85000000,78948765
R.I.P.D.,130000000,79076678
Conan the Barbarian,20000000,79114085
El orfanato,4000000,79250193
Jackass: The Movie,5000000,79282312
Muppets Most Wanted,55000000,79312301
"Good Bye, Lenin!",6400000,79384539
Revolutionary Road,45000000,79564960
The Golden Child,12000000,79817937
D-War,32000000,79915361
Exit Wounds,33000000,79958599
The Ten Commandments,13500000,80000000
Footloose,8200000,80000000
Finding Forrester,43000000,80013623
The Wedding Ringer,23000000,80171596
Fame,18000000,80227619
30 Days of Night,30000000,80276156
The Game,50000000,80369970
Did You Hear About the Morgans?,58000000,80480566
The Rookie,22000000,80491516
Fiddler on the Roof,9000000,80500000
Hannibal Rising,50000000,80583311
Savages,45000000,80594860
Spy Kids: All the Time in the World,27000000,80681183
Sinbad: Legend of the Seven Seas,60000000,80767884
The Rundown,85000000,80831893
Duplicity,60000000,81079566
Frankenweenie,39000000,81150788
Das Leben der Anderen,2000000,81197047
Police Academy,4500000,81198894
Fried Green Tomatoes,11000000,81204830
The Grey,25000000,81249176
Apocalypse Now,31500000,81250488
Pain & Gain,26000000,81275291
Vampires Suck,20000000,81424988
Tinker Tailor Soldier Spy,21000000,81452811
Premonition,20000000,81461343
Hope Floats,30000000,81529000
M*A*S*H,3500000,81600000
Midnight Run,30000000,81613606
Hot Fuzz,16000000,81742618
Ouija: Origin of Evil,9000000,81831866
Hitman: Agent 47,35000000,81967450
The Land Before Time,12300000,81972846
On Her Majesty's Secret Service,8000000,82000000
Catwoman,100000000,82145379
Letters to Juliet,30000000,82148538
Reign of Fire,60000000,82150183
Elizabeth,25000000,82150642
Identity,28000000,82183683
Hostel,4800000,82241110
"Big Mommas: Like Father, Like Son",32000000,82332450
Men of Honor,32000000,82339483
Carrie,30000000,82409520
Act of Valor,12000000,82497035
Firewall,50000000,82751189
Edge of Darkness,60000000,82812456
The Possession,14000000,82925064
28 Days Later…,8000000,82955633
Rings,25000000,82991460
War Dogs,50000000,83034523
The Strangers,9000000,83051676
Zodiac,85000000,83080084
Dead Man Walking,11000000,83088295
Sky High,35000000,83109359
In & Out,35000000,83226569
Blow,30000000,83282296
Assassins,50000000,83306268
Fantasia,2280000,83320000
Airplane!,3500000,83453539
Les Choristes,5500000,83529758
Point Break,24000000,83531958
Snatch,10000000,83593107
Piranha 3D,24000000,83660160
The Illusionist,16500000,83792062
Les Bronzés 3: amis pour la vie,42000000,83833602
Priest,60000000,84154026
J. Edgar,35000000,84606030
Meet the Spartans,30000000,84646831
Das Boot,12000000,84970337
Final Fantasy: The Spirits Within,137000000,85131830
Date Movie,20000000,85146165
Jackass: Number Two,11000000,85278712
Stripes,10000000,85300000
Collateral Beauty,36000000,85315070
Paper Towns,12000000,85512300
The Whole Nine Yards,24000000,85527867
Tears of the Sun,75000000,85632458
Max Payne,35000000,85761789
The Cell,35000000,85911226
The Inbetweeners,5700000,86051320
Young Frankenstein,2800000,86300000
The Constant Gardener,25500000,86301599
Paranormal Activity: The Marked Ones,5000000,86362372
The Kingdom,72500000,86509602
Rat Race,48000000,86607223
Abduction,35000000,86648359
Old School,24000000,86765463
A Million Ways to Die in The West,40000000,86778557
Oceans,80000000,86787530
Dinner for Schmucks,69000000,86796502
Epic Movie,20000000,86858578
The Naked Gun 2½: The Smell of Fear,23000000,86930411
Star Trek III: The Search for Spock,18000000,87000000
El Laberinto del Fauno,16000000,87041569
Captain Underpants: The First Epic Movie,38000000,87098466
Sabrina,58000000,87100000
The Shaggy Dog,60000000,87123569
The Lincoln Lawyer,40000000,87145086
Hall Pass,68000000,87173475
Volver,9400000,87226613
Peter Pan,4000000,87400000
Bicentennial Man,90000000,87420776
R.V.,55000000,87524497
Ali,109000000,87683966
Sinister,3000000,87727807
Spawn,40000000,87949859
Deliver Us from Evil,30000000,87956618
Match Point,15000000,87973835
Snowpiercer,40000000,88069880
Shanghai Knights,50000000,88316835
La Môme,15500000,88611837
Ben-Hur,95000000,88725100
State of Play,60000000,88832210
Rumor Has It,70000000,88933562
The Transporter 2,32000000,88978458
Underworld 3: Rise of the Lycans,35000000,89102315
About Time,12000000,89309178
Stigmata,32000000,89441732
Anchorman: The Legend of Ron Burgundy,25000000,89476265
Sucker Punch,75000000,89758389
Marmaduke,50000000,89895930
Racing Stripes,30000000,89955540
This is 40,35000000,90221182
Bedazzled,48000000,90376224
The Second Best Exotic Marigold Hotel,10000000,90384306
Final Destination 2,26000000,90396664
In the Heart of the Sea,100000000,90420758
Bring it On,10000000,90453550
The Tale of Despereaux,60000000,90482317
Madea Goes To Jail,17500000,90508336
Galaxy Quest,45000000,90523726
Burlesque,55000000,90552675
King Kong,23000000,90614445
Autumn in New York,40000000,90717684
Kangaroo Jack,60000000,90723216
The Karate Kid,8000000,90815558
The Little Prince,77500000,90905178
Romeo Must Die,25000000,91036760
Season of the Witch,40000000,91126600
The Purge,3000000,91266581
Office Christmas Party,45000000,91342494
Drag Me To Hell,30000000,91388487
Get Him to the Greek,40000000,91455875
My Big Fat Greek Wedding 2,18000000,91651878
Red Riding Hood,42000000,91678442
"I Love You, Man",40000000,91729503
Treasure Planet,100000000,91800000
No Reservations,28000000,91943956
White Noise,10000000,92094360
Secret Window,40000000,92111551
Spotlight,20000000,92217729
The Skeleton Key,40000000,92256918
The Family Stone,18000000,92357499
Four Brothers,30000000,92494381
I Am Sam,22000000,92542418
Gwoemul,12000000,92618117
Friday the 13th,17000000,92670237
The Last Song,20000000,92678948
Syriana,50000000,92690959
House of Flying Daggers,12000000,92863945
Deuce Bigalow: Male Gigolo,18000000,92935067
When Harry Met Sally…,16000000,92961960
Michael Clayton,21500000,92987651
Calendar Girls,10000000,93074616
Speed Racer,120000000,93394462
Money Monster,27000000,93469699
The Color Purple,15000000,93589701
Der Untergang,13500000,93631744
The Internship,58000000,93672764
Tammy,20000000,93931360
Safe Haven,28000000,94050951
Southpaw,30000000,94207861
The River Wild,45000000,94215000
The Hundred-Foot Journey,22000000,94270488
Role Models,28000000,94500826
Silent Hill,50000000,94704227
The Wedding Planner,28000000,94728529
Riddick,38000000,94763758
1941,32000000,94875000
The Lovely Bones,95000000,94894448
Be Cool,75000000,94944017
The Guardian,70000000,94973540
40 Days and 40 Nights,17000000,95092667
Old Dogs,35000000,95104304
Peter Pan,100000000,95255485
Shooter,60000000,95538560
Killers,75000000,95572749
The Butterfly Effect,13000000,95638592
Underworld,22000000,95708457
Star Trek II: The Wrath of Khan,12000000,95800000
Poltergeist,35000000,95825125
Harlem Nights,30000000,95857262
Scream 4,40000000,95989590
The 6th Day,82000000,96024898
Dolphin Tale,37000000,96068724
TMNT,35000000,96096018
The Tigger Movie,20000000,96147688
The Manchurian Candidate,80000000,96148711
The Stepford Wives,100000000,96221971
8MM,40000000,96398826
13 Going On 30,30000000,96439723
Christmas with the Kranks,50000000,96469187
The Lucky One,25000000,96633833
Red Eye,26000000,96666486
My Sister's Keeper,27500000,96673002
Star Trek VI: The Undiscovered Country,27000000,96900000
Jarhead,72000000,96947540
Enemy at the Gates,85000000,96971293
The Hours,25000000,97030468
The Rite,37000000,97143987
Inspector Gadget,75000000,97387965
Once Upon a Time in Mexico,29000000,97413527
42,40000000,97470701
Green Zone,100000000,97523020
Kick-Ass,28000000,97531134
The Man with the Golden Gun,7000000,97600000
The Book of Life,50000000,97651543
The Thin Red Line,52000000,97709034
Evil Dead,17000000,97778356
Nanny McPhee and the Big Bang,35000000,97799865
Phone Booth,11000000,97837138
Are We There Yet?,20000000,98114471
Jin líng shí san chai,100000000,98227017
Rush,38000000,98230839
Predator,18000000,98267558
Evolution,80000000,98341932
Contraband,25000000,98406855
The Visit,5000000,98595211
Bowfinger,55000000,98699769
Les Visiteurs,7000000,98754000
Heaven Can Wait,15000000,98800000
Paycheck,60000000,98819789
Black Mass,53000000,98837872
Philomena,12000000,98963392
The Time Machine,80000000,98983590
The Wild,80000000,99010667
Justin Bieber: Never Say Never,13000000,99034125
Where the Wild Things Are,100000000,99123656
Hitman,17500000,99135571
Nacho Libre,32000000,99296462
Street Fighter,35000000,99423000
How to be Single,37000000,99595932
Mad Max,200000,99750000
Hellboy,60000000,99823958
Insidious,1500000,99870886
Dirty Grandpa,11500000,99930262
Any Given Sunday,60000000,100230832
No se Aceptan Devoluciones,5000000,100486616
A Knight’s Tale,41000000,100622586
Little Miss Sunshine,8000000,100642353
Up Close & Personal,60000000,100645801
Vacation,31000000,100655892
Just Like Heaven,58000000,100687083
Courage Under Fire,46000000,100833145
Fight Club,65000000,100851897
Heaven is for Real,12000000,100919111
Life,58000000,100993260
Joy,60000000,101134059
Paul,40000000,101162106
Crash,7303082,101173038
Scream 2,24000000,101363301
Mars Attacks!,80000000,101371017
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287
Miss Congeniality 2: Armed and Fabulous,60000000,101382396
Just Married,19000000,101564935
Little Man,64000000,101636047
The Devil Inside,1000000,101759490
Nim's Island,37000000,101857425
Shaun the Sheep,25000000,101937062
Kung Fu Hustle,20000000,102034104
Timecop,28000000,102053581
Guess Who,35000000,102115888
John Q,36000000,102226631
Zombieland,23600000,102236596
Mary Poppins,6000000,102300000
Butch Cassidy and the Sundance Kid,6000000,102308900
The Time Traveler's Wife,39000000,102332135
Ladder 49,60000000,102332848
The Pineapple Express,26000000,102404019
Love and Other Drugs,30000000,102716321
The Hitchhiker's Guide to the Galaxy,45000000,102746214
The Cable Guy,47000000,102825796
My Bloody Valentine,14000000,102836002
Blue Jasmine,18000000,102912961
Jimmy Neutron: Boy Genius,25000000,102992536
Project X,12000000,103028188
Transcendence,100000000,103039258
Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094
Rugrats in Paris,30000000,103284813
The Water Horse: Legend of the Deep,40000000,103429755
Dawn of the Dead,28000000,103452875
Ouija,5000000,103683342
Escape Plan,70000000,103735965
Resident Evil,35000000,103787401
Saw,1200000,103880027
Snake Eyes,73000000,103891409
Gangster Squad,60000000,104100903
Eyes Wide Shut,65000000,104267443
Sanctum,30000000,104283753
Under Siege 2: Dark Territory,60000000,104324083
Dragonheart,57000000,104364680
The Prestige,40000000,104407366
The Tuxedo,60000000,104429625
Don’t Say a Word,50000000,104488383
Vicky Cristina Barcelona,16000000,104504817
Training Day,45000000,104505362
The Campaign,95000000,104907746
Chappie,49000000,105002056
Cinderella Man,88000000,105021488
Race to Witch Mountain,50000000,105103783
Along Came a Spider,28000000,105159085
Forgetting Sarah Marshall,30000000,105173042
Hereafter,50000000,105246941
The Brothers Grimm,80000000,105299638
The Man From U.N.C.L.E.,75000000,105445109
Life as We Know It,38000000,105887837
Horrible Bosses 2,40000000,105945357
Mission to Mars,90000000,106000000
Sisters,30000000,106030660
Mr. Holland's Opus,31000000,106282604
Get Hard,40000000,106511453
Spirit: Stallion of the Cimarron,80000000,106515310
Made of Honor,40000000,106548738
Driving Miss Daisy,7500000,106593296
About Schmidt,30000000,107054484
Shaft,53012938,107190108
The Chronicles of Riddick,120000000,107212751
Ace Ventura: Pet Detective,12000000,107217396
Paul Blart: Mall Cop 2,38000000,107597242
Three Kings,48000000,107752036
The American President,62000000,107822813
The Texas Chainsaw Massacre,9000000,107967319
Hidalgo,78000000,108086731
ParaNorman,60000000,108119662
Superman II,54000000,108185706
10 Cloverfield Lane,5000000,108286422
Pompeii,80000000,108469033
Neighbors 2: Sorority Rising,35000000,108758521
One Flew Over the Cuckoo's Nest,4400000,108981275
Planet 51,60000000,108996113
The Amityville Horror,18500000,109175673
Billy Elliot,5000000,109273197
Fool's Gold,72500000,109362966
Män som hatar kvinnor,13000000,109421911
Porky's,4000000,109492484
Sideways,17000000,109793192
Hoodwinked,17500000,109843390
The Dukes of Hazzard,53000000,109848461
Peter Pan: Return to Neverland,20000000,109862682
Free Birds,55000000,110387072
Casino,52000000,110400000
The Net,22000000,110521733
Seventh Son,95000000,110623265
The 5th Wave,38000000,110678636
Step Up,12000000,110989157
Moneyball,50000000,111300835
White Chicks,20000000,111448997
The Purge: Anarchy,9000000,111534881
You Only Live Twice,9500000,111600000
The Pianist,35000000,111854182
Doctor Zhivago,11000000,111859493
The Boxtrolls,60000000,111946251
Frankenstein,45000000,112006296
Final Destination,23000000,112036870
Rambo,47500000,112214531
The Tooth Fairy,48000000,112610386
Final Destination 3,25000000,112798051
Last Vegas,28000000,112914167
The Reader,32500000,112964875
Striptease,50000000,113309743
Arthur et les Minimoys,80000000,113325743
Species,35000000,113354449
Think Like a Man,12000000,113373764
Prisoners,46000000,113402302
Underworld: Evolution,45000000,113417762
Judge Dredd,85000000,113487912
The Score,68000000,113542091
Deepwater Horizon,156000000,113611666
Insomnia,46000000,113622499
Changeling,55000000,113805580
Coyote Ugly,45000000,113916474
Freddy vs. Jason,25000000,114576403
We Were Soldiers,70000000,114658262
The Corpse Bride,30000000,114770654
The Lake House,40000000,114830111
Saving Mr. Banks,35000000,114962525
Cats & Dogs: The Revenge of Kitty Galore,85000000,114979922
Get Shorty,30250000,115021008
Finding Neverland,25000000,115036108
Warm Bodies,30000000,115121608
Bride Wars,30000000,115150424
The Iron Lady,14000000,115592104
Diamonds Are Forever,7200000,116000000
The Notebook,30000000,116025023
Pitch Perfect,17000000,116044347
Closer,35000000,116177695
The Siege,70000000,116625798
Earth,47000000,116773317
Water for Elephants,38000000,116809717
Snow Dogs,32000000,116898028
Lost in Translation,4000000,117085297
The Forgotten,50000000,117211892
Blue Streak,36000000,117448157
Why Him?,38000000,117523786
The Client,45000000,117615211
A Nightmare on Elm Street,35000000,117729621
Star Trek: Insurrection,70000000,117800000
Shall We Dance?,40000000,118097882
Saw V,10800000,118209778
Disturbia,20000000,118537627
Body of Lies,67500000,118556530
The Purge: Election Year,10000000,118557124
Barnyard: The Original Party Animals,51000000,118583844
We Bought a Zoo,50000000,118729073
The Shallows,13000000,118888025
Unfaithful,50000000,119114494
Beverly Hills Cop III,50000000,119180938
The Omen,25000000,119295584
Blazing Saddles,2600000,119500000
Charlie Wilson's War,75000000,119512771
Red Cliff,40000000,119627047
Surrogates,80000000,119668350
Spy Kids 2: The Island of Lost Dreams,38000000,119721296
Road Trip,16000000,119739110
Jeepers Creepers II,25000000,119923801
Star Trek: Generations,38000000,120000000
Volcano,90000000,120100000
Lethal Weapon,15000000,120192350
Eight Below,40000000,120455994
Insidious Chapter 3,10000000,120678444
Parental Guidance,25000000,120832383
What to Expect When You're Expecting,37500000,120925697
Apocalypto,40000000,121032272
Starship Troopers,100000000,121100000
Intolerable Cruelty,60000000,121327628
Sahara,145000000,121671925
Poltergeist,10700000,121706019
The Princess Diaries 2: Royal Engagement,45000000,122071435
Executive Decision,55000000,122079192
Mortal Kombat,20000000,122133227
Hotel for Dogs,35000000,122213085
Save the Last Dance,13000000,122244329
Tian jiang xiong shi,65000000,122519874
The Nut Job,30000000,122529966
The Theory of Everything,15000000,123327692
Chronicle,12000000,123681790
Hide and Seek,25000000,123696741
Magic Mike XXL,14500000,123709460
Pan,150000000,123888320
Good Morning Vietnam,13000000,123922370
Big Fish,70000000,123954323
The Thomas Crown Affair,48000000,124304264
Invictus,60000000,124514011
The Family Man,60000000,124715863
Ray,40000000,124823094
Ride Along 2,40000000,124827316
Goldfinger,3000000,124900000
Resident Evil: Apocalypse,50000000,125168734
First Blood,14000000,125212904
I Know What You Did Last Summer,17000000,125250091
"Legally Blonde 2: Red, White & Blonde",25000000,125339088
Coraline,60000000,126037057
Sex Tape,40000000,126069509
L.A. Confidential,35000000,126204977
American Wedding,55000000,126425115
This is the End,32000000,126539117
Pride & Prejudice,28000000,126549607
Julie & Julia,40000000,126646119
The Adjustment Bureau,50200000,126931325
Predators,40000000,127234389
First Knight,75000000,127361412
U-571,62000000,127630030
Gandhi,22000000,127767889
Ender's Game,110000000,127983283
Blended,45000000,127990741
Point Break,100000000,128131571
The Artist,16000000,128256712
Failure to Launch,50000000,128402901
Step Brothers,65000000,128468793
Nanny McPhee,25000000,128745578
The Talented Mr. Ripley,40000000,128792135
Space Cowboys,65000000,128874043
Aliens vs. Predator - Requiem,40000000,128884494
The Queen,15000000,128885873
The Woman in Black,15000000,128955898
The Forbidden Kingdom,55000000,129075270
The Fighter,11000000,129262388
Atonement,30000000,129779728
Jingle All the Way,60000000,129832389
V for Vendetta,50000000,130214162
"You, Me and Dupree",54000000,130402010
Walking with Dinosaurs,80000000,130580730
Cloud Atlas,102000000,130673154
About a Boy,27000000,130759651
Brüno,42000000,130788243
Mean Girls,18000000,130953026
Man on Fire,60000000,130968579
Wolf,70000000,131011757
Boomerang,42000000,131052444
Bewitched,80000000,131159306
Law Abiding Citizen,53000000,131159781
The Last Witch Hunter,80000000,131234406
Blade,45000000,131237688
1408,22500000,131263370
Jack Ryan: Shadow Recruit,60000000,131377412
Seven Years in Tibet,70000000,131445884
Munich,75000000,131492772
School of Rock,20000000,131945303
Babel,20000000,132121212
Blade: Trinity,65000000,132397389
A League of Their Own,40000000,132440066
2 Guns,61000000,132493015
Astérix aux Jeux Olympiques,113500000,132999811
Star Trek IV: The Voyage Home,24000000,133000000
Hope Springs,30000000,133085295
The Big Short,28000000,133162752
La marche de l'empereur,3400000,133276359
Gods of Egypt,140000000,133553464
Perfume: The Story of a Murderer,63700000,133603463
Saw 3D,17000000,133735284
The Cat in the Hat,109000000,133818283
Pokemon 2000,30000000,133946923
Zero Dark Thirty,52500000,134612435
The Best Exotic Marigold Hotel,10000000,134639780
Sense and Sensibility,16500000,134993774
Cheaper by the Dozen 2,60000000,135015330
Saw IV,10000000,135759694
The Bounty Hunter,45000000,135808837
Lost In Space,80000000,136047317
Unknown,40000000,136123083
The Pirates! Band of Misfits,55000000,136143605
Remember the Titans,30000000,136706683
Let’s Be Cops,17000000,136890774
Anaconda,45000000,136998907
Stardust,70000000,137022245
Big Momma's House 2,40000000,137047376
RED 2,84000000,137162560
Last Action Hero,85000000,137298489
Wall Street 2: Money Never Sleeps,70000000,137431619
Abraham Lincoln: Vampire Hunter,67500000,137489730
Contagion,60000000,137551594
Pete’s Dragon,65000000,137768975
Platoon,6000000,137963328
Bridge to Terabithia,25000000,137984788
Star Trek: The Motion Picture,35000000,139000000
Die Hard,28000000,139109346
Baby Driver,34000000,139359078
17 Again,40000000,139474906
Towering Inferno,14000000,139700000
Legend of the Guardians: The Owls of Ga'Hoole,100000000,139716717
Anastasia,53000000,139801290
Annie,65000000,139840525
The Three Musketeers,90000000,139877913
American Graffiti,777000,140000000
King Arthur: Legend of the Sword,175000000,140012608
The Jungle Book 2,20000000,140122225
Sausage Party,19000000,140428314
Source Code,32000000,140428499
The Rocky Horror Picture Show,1200000,140556781
Paranormal Activity 4,5000000,140619520
Power Rangers,120000000,140845191
The Rugrats Movie,28000000,140894685
The Devil's Own,90000000,140900000
Trainwreck,35000000,140949327
Scary Movie 2,45000000,141189101
Thunderball,9000000,141200000
Mona Lisa Smile,65000000,141205169
Bad Boys,23000000,141247413
Monster House,75000000,141267370
The Legend of Zorro,80000000,141475336
Gothika,40000000,141484812
National Lampoon's Animal House,3000000,141600000
Legally Blonde,18000000,141809235
Dear John,25000000,142033509
SpongeBob SquarePants: The Movie,30000000,142051255
The Wolfman,150000000,142634358
Conspiracy Theory,80000000,142783718
Spy Game,90000000,143049560
Charlotte's Web,82500000,143985708
Herbie: Fully Loaded,50000000,144110682
The Exorcism of Emily Rose,18000000,144529078
The Mexican,40000000,145238250
Surf's Up,100000000,145395745
The Hateful Eight,62000000,145443360
Blades of Glory,61000000,145594548
Lion,12000000,145712897
Resident Evil: Extinction,45000000,146162920
I am Number Four,50000000,146195159
Music and Lyrics,40000000,146300356
The Game Plan,22000000,146590987
Friends with Benefits,35000000,146595891
New Year’s Eve,26000000,146850273
Swordfish,80000000,147080413
"Crazy, Stupid, Love",50000000,147142328
Romeo+Juliet,14500000,147542381
Garfield: A Tail of Two Kitties,60000000,147985373
Mama,15000000,148095566
Gremlins,11000000,148168459
Broken Arrow,65000000,148345997
Step Up 2 the Streets,17500000,148586910
Seabiscuit,86000000,148715342
Lights Out,5000000,148868835
Death Becomes Her,55000000,149022650
Ghost Rider: Spirit of Vengeance,57000000,149217355
No Strings Attached,25000000,149228078
"Me, Myself & Irene",51000000,149270999
The General's Daughter,60000000,149705852
Arthur Christmas,85000000,149717124
Lone Survivor,40000000,149804632
Star Trek: First Contact,46000000,150000000
Mononoke-hime,20000000,150350000
Tower Heist,85000000,150422946
Speed 2: Cruise Control,110000000,150468000
Jack and Jill,79000000,150519217
Olympus Has Fallen,70000000,150562164
Vantage Point,40000000,150886329
The Bone Collector,48000000,151463090
Kari gurashi no Arietti,23000000,151496097
Big,18000000,151668774
47 Ronin,175000000,151716815
Evita,55000000,151947179
Congo,50000000,152022333
Phenomenon,32000000,152036382
A Time to Kill,40000000,152266007
Date Night,55000000,152269033
The Taking of Pelham 123,110000000,152364370
Antz,60000000,152457863
Chocolat,25000000,152500343
The Town,37000000,152566881
A View to a Kill,30000000,152627960
Saw II,5000000,152925093
Devil's Advocate,57000000,153007424
The Accountant,40000000,153060045
Kill Bill: Volume 2,55000000,153535982
Free Willy,20000000,153698625
Ride Along,25000000,153733800
The Phantom of the Opera,55000000,154017885
The BFG,140000000,154110769
Beverly Hills Chihuahua,20000000,154218168
Blade 2,54000000,154338601
Focus,65000000,154362963
Final Destination 5,40000000,155011165
Cool Runnings,14000000,155056263
Scary Movie 3,45000000,155200000
Limitless,27000000,155564919
Dreamgirls,75000000,155708695
The Haunted Mansion,90000000,155750628
P.S. I Love You,30000000,155769678
Monster-in-Law,45000000,155931301
Licence to Kill,42000000,156167015
Rocky Balboa,24000000,156229050
Planes: Fire and Rescue,50000000,156399644
Dumb and Dumber To,40000000,156553592
Into the Storm,50000000,156602194
War Horse,70000000,156815529
Mystic River,30000000,156822020
Yip Man 3,36000000,156835197
This Means War,65000000,156974557
Lara Croft: Tomb Raider: The Cradle of Life,90000000,157092943
Days of Thunder,60000000,157670733
The Fast and the Furious: Tokyo Drift,85000000,157794205
Happy Feet Two,135000000,157956466
Don’t Breathe,10000000,158185073
Alien 3,55000000,158500000
Sin City,40000000,158527918
Hacksaw Ridge,40000000,158701644
The Monuments Men,70000000,158702748
The Book of Eli,80000000,158750817
Goosebumps,58000000,158905324
Daylight,80000000,158908290
The Pink Panther,80000000,158926474
Unforgiven,14400000,159157447
The Jackal,60000000,159356941
Crimson Tide,55000000,159387195
The Sting,5500000,159616327
Black Hawk Down,95000000,159691085
Stepmom,50000000,159745279
The Magnificent Seven,90000000,159762983
21,35000000,159846429
Never Say Never Again,36000000,160000000
Jack Reacher: Never Go Back,60000000,160038407
27 Dresses,30000000,160247805
Underworld: Awakening,70000000,160379930
Hellboy II: The Golden Army,82500000,160388063
Legends of the Fall,30000000,160502573
Flight,31000000,160558438
America's Sweethearts,46000000,160648493
Alien: Resurrection,60000000,160700000
Freaky Friday,26000000,160822438
Jackass Presents: Bad Grandpa,15000000,160903019
The Muppets,45000000,160971922
Memoirs of a Geisha,85000000,161510853
Payback,50000000,161626121
Live and Let Die,7000000,161800000
Scream 3,40000000,161838076
Insidious Chapter 2,5000000,161921515
The Ring Two,50000000,161941727
Bridge of Spies,40000000,162610473
Dick Tracy,47000000,162738726
The Interpreter,90000000,162753837
The Happening,60000000,162778384
Midnight in Paris,30000000,162838373
The Spiderwick Chronicles,92500000,162839667
Talladega Nights: The Ballad of Ricky Bobby,73000000,162870525
The Island,120000000,163018913
Johnny English,45000000,163126676
World Trade Center,65000000,163295654
Unbroken,65000000,163527824
Pokemon: The First Movie,30000000,163644662
Miami Vice,135000000,163818556
Maid in Manhattan,55000000,163838217
Saw III,10000000,163876815
No Country for Old Men,25000000,164051250
Daddy Day Care,60000000,164285587
The Grand Budapest Hotel,31000000,164350409
Johnny English Reborn,45000000,164539660
Bringing Down the House,20000000,164675402
"Six Days, Seven Nights",80000000,164800000
Deep Blue Sea,60000000,165048228
In Time,35000000,165103952
The Huntsman: Winter’s War,115000000,165149302
Cold Mountain,80000000,165173909
The Princess Diaries,30000000,165334774
Step Up Revolution,33000000,165552290
Sleepers,44000000,165600852
Step Up 3D,30000000,165889117
The Scorpion King,60000000,165890634
Contact,90000000,165900000
Stuart Little 2,120000000,166000000
Nutty Professor II: The Klumps,84000000,166307945
Seven Pounds,54000000,166617328
Up in the Air,30000000,166842739
John Wick: Chapter Two,40000000,166893990
Fantastic Four,120000000,167117548
Alexander,155000000,167297191
3 Men and a Baby,15000000,167780960
Dodgeball: A True Underdog Story,30000000,167791704
Spy Kids 3-D: Game Over,40000000,167851995
Ghost in the Shell,110000000,167918847
Burn After Reading,37000000,168167798
Four Christmases,80000000,168311558
Twelve Monkeys,29000000,168841459
Hannah Montana the Movie,30000000,169173206
The Emperor's New Groove,100000000,169296573
The Saint,90000000,169400000
Unstoppable,95000000,169511609
The Impossible,40000000,169590606
Baywatch,60000000,169740988
Superbad,17500000,169955142
Starsky & Hutch,60000000,170200225
The Girl on the Train,45000000,170327930
Looper,30000000,170466405
Magic Mike,7000000,170549753
Zookeeper,80000000,170805525
The Other Guys,100000000,170936470
Mr. Deeds,50000000,171269535
Cloverfield,25000000,171302226
Blood Diamond,100000000,171377916
The Divergent Series: Allegiant,110000000,171484051
Jackass 3D,20000000,171685793
Anchorman 2: The Legend Continues,50000000,172185754
Couples Retreat,60000000,172450423
AVP: Alien Vs. Predator,70000000,172543519
The Santa Clause 2,65000000,172825854
Along Came Polly,42000000,173044410
Scream,15000000,173046663
Big Momma's House,33000000,173559438
Creed,37000000,173567581
Mirror Mirror,85000000,173613482
Storks,70000000,174102281
Evan Almighty,175000000,174131329
Le Fabuleux destin d'Amélie Poulain,10350000,174201661
George Of The Jungle,55000000,174463257
The Bucket List,45000000,174810815
Identity Thief,35000000,175361578
The Descendants,20000000,175507800
The Bridges of Madison County,22000000,175516617
Cowboys and Aliens,163000000,175910315
Doctor Dolittle 2,72000000,176101721
The Italian Job,60000000,176262839
Kill Bill: Volume 1,55000000,176469428
Analyze This,30000000,176885658
Brokeback Mountain,13900000,177012173
Lee Daniels' The Butler,30000000,177025498
Tootsie,15000000,177200000
The A-Team,110000000,177241171
The 40 Year-old Virgin,26000000,177344230
Paranormal Activity 2,3000000,177512032
Jet Li's Hero,17000000,177535958
Double Jeopardy,40000000,177835231
Flubber,80000000,177993801
Eagle Eye,80000000,178066569
Patriot Games,45000000,178100000
Dante's Peak,115000000,178200000
Scary Movie 4,40000000,178710620
How to Lose a Guy in 10 Days,50000000,178890782
Moulin Rouge,53000000,179209685
The League of Extraordinary Gentlemen,78000000,179265204
Flushed Away,149000000,179357126
Hugo,180000000,180047784
The Dictator,65000000,180148897
The Haunting,80000000,180188905
12 Years a Slave,20000000,181025343
Déjà Vu,80000000,181038616
He's Just Not That Into You,40000000,181053657
Scooby-Doo 2: Monsters Unleashed,25000000,181185387
Bad Moms,20000000,181457297
The First Wives Club,30000000,181489203
Poseidon,160000000,181674817
Jupiter Ascending,179000000,181982519
Cape Fear,35000000,182291969
Sweet Home Alabama,38000000,182365114
Daredevil,80000000,182782518
Wayne's World,20000000,183097323
